variant,temperature-iterations,useful,applicable
"import numpy as np
d = {i: [] for i in array}
for i in array:
    if not d[i]:
        d[i] = []
    d[i].append(function(i))","[(0.7, 14)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d.get(i).extend([function(i)])","[(0.3, 2), (0.5, 46), (0.7, 26), (0, 7)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].append(function(i))","[(0.9, 2), (0.3, 2), (0.5, 1), (1.2, 4), (0.7, 1), (0, 5)]",False,
"
d = {}
for i in array:
    if i not in d.keys():
        d[i] = []
    d.setdefault(i, []).append(function(i))","[(0.3, 2), (0.7, 4), (0, 7)]",False,
"
d = {}
for i in array:
    d.setdefault(i, []).append(function(i))","[(0.9, 9), (0.3, 3), (0.5, 1), (1.2, 1), (0.7, 5), (0, 5)]",False,
"
d = {}

def add_to_dict(key, value):
    if key in d:
        d[key].append(value)
    else:
        d[key] = []
        d[key].append(value)
for i in array:
    function_output = function(i)
    add_to_dict(i, function_output)","[(1.2, 74)]",False,
"import itertools
unique_values = list(set(array))
d = {i: [function(i)] * array.count(i) for i in unique_values}","[(0.5, 36)]",False,
"
d = {}
for i in set(array):
    d[i] = []
    for x in array:
        if x == i:
            d[i].extend([function(i)])","[(0.7, 15)]",False,
"import numpy as np
i = 0
d = dict()
while i < len(array):
    if array[i] not in d:
        d[array[i]] = []
    d[array[i]].append(function(array[i]))
    i += 1","[(1.2, 44)]",False,
"
d = {}
for i in set(array):
    d[i] = [function(i)] * sum((1 for x in array if x == i))","[(0.5, 35)]",False,
"import itertools
d = {}
for i in set(array):
    d[i] = list(itertools.compress(array, [x == i for x in array]))
    d[i] = [function(i) for i in d[i]]","[(0.7, 47)]",False,
"
d = {}
for i in array:
    d[i] = d.get(i, [])
    d[i] += [function(i)]","[(0.9, 96), (0.5, 1)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].insert(len(d[i]), function(i))
    d[i].sort(reverse=True)
    d[i].reverse()
    d[i].sort(reverse=True)
    d[i].reverse()
    d[i].sort(reverse=True)
    d[i].reverse()","[(0.3, 35)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    if type(d[i]) != list:
        d[i] = [d[i]]
    d[i].append(function(i))","[(0.9, 41)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].insert(len(d[i]), function(i))
    d[i].sort(reverse=True)","[(0.3, 35)]",False,
"
d = {i: [] for i in set(array)}
for i in range(len(array)):
    d[array[i]].append(function(array[i]))","[(0.9, 90)]",False,
"from collections import defaultdict
d = defaultdict(list)
for i in set(array):
    for x in array:
        if x == i:
            d[i].extend([function(i)])","[(0.7, 52)]",False,
"
d = {}
for i in set(array):
    d[i] = []
    for j in array:
        if j == i:
            d[i].append(function(j))","[(1.2, 28)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    if i in array:
        d[i] += [function(i)]","[(0.7, 15)]",False,
"
d = {i: list() for i in array}
for i in array:
    d[i].append(function(i))","[(1.2, 21)]",False,
"import numpy as np
result_dict = {}
for i in array:
    result_dict.setdefault(i, []).append(function(i))
d = result_dict
i = array","[(0.5, 22)]",False,
"import collections
default_dict = collections.defaultdict(list)
for i in array:
    default_dict[i].append(function(i))
d = dict(default_dict)","[(0.9, 60)]",False,
"from collections import defaultdict
array = list(array)
d = defaultdict(list)
for i in range(len(array)):
    d[array[i]].append(function(array[i]))","[(0.9, 59)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].append(function(i))
    d[i].sort()
d = dict(sorted(d.items()))","[(0, 46)]",False,
"
d = {}
for i in set(array):
    d[i] = [function(i) for _ in range(array.count(i))]","[(0.5, 1)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    if i not in d.keys():
        d[i] = [d.get(i, [])]
        d[i].extend([function(i)])
    else:
        d[i] += [function(i)]","[(0.7, 15)]",False,
"from collections import defaultdict
d = defaultdict(list)
for i in array:
    d[i].append(function(i))
i = array","[(0.5, 22)]",False,
"import collections
d = collections.defaultdict(list)
for val in set(array):
    for j in array:
        if j == val:
            d[val].append(function(j))","[(1.2, 62)]",False,
"
d = {}
for i in array:
    d[i] = [function(j) for j in array if j == i]","[(0.9, 37)]",False,
"
d = {}
for i in set(array):
    d[i] = []
    count = array.count(i)
    for _ in range(count):
        d[i].append(function(i))","[(0.5, 10)]",False,
"import itertools, numpy as np
array_length = np.size(array)
d = {}
for i in range(array_length):
    element = array[i]
    if element not in d:
        d[element] = []
    d[element].append(function(element))","[(1.2, 84)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].append(function(i))
    d[i].sort()
sorted_d = {}
for key in sorted(d):
    sorted_d[key] = d[key]","[(0, 46)]",False,
"import itertools
array = list(array)
d = {}
for i in array:
    if d.get(i):
        d[i].append(function(i))
    else:
        d[i] = [function(i)]
    d[i] = d[i][::-1]","[(0.9, 50)]",False,
"
d = {}
for i in array:
    d[i] = d.get(i, []) if i in d else []
    d[i].extend([function(i)])","[(0.5, 27)]",False,
"
d = {}
for i in range(len(array)):
    d.setdefault(array[i], [])
    d[array[i]].append(function(array[i]))","[(1.2, 4)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].insert(len(d[i]), function(i))
    d[i] = d[i][::-1]","[(0.5, 61)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].insert(0, function(i))
    d[i].sort()","[(0.3, 35), (0, 22)]",False,
"
d = {}
i = 0
while i < len(array):
    item = array[i]
    if item in d:
        d[item].append(function(item))
    else:
        d[item] = [function(item)]
    i += 1","[(1.2, 86)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].append(function(i))
    d[i].sort()
    d[i].reverse()","[(0.3, 24)]",False,
"
d = {}
for i in array:
    if i in d:
        d[i].insert(len(d[i]), function(i))
    else:
        d[i] = [function(i)]","[(0.5, 59)]",False,
"
(d, i) = ({}, 0)
for val in set(array):
    d[val] = []
    for j in array:
        if j == val:
            d[val].append(function(j))
            i += 1","[(0.9, 90)]",False,
"
array = list(array)
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].append(function(i))
    d[i].sort()
sorted_d = {k: v for (k, v) in sorted(d.items(), key=lambda item: item[0])}","[(0, 74)]",False,
"
d = {}
for i in range(len(array)):
    d.setdefault(array[i], []).append(function(array[i]))","[(0.9, 18)]",False,
"
d = {}
for i in array:
    d.setdefault(i, []).extend([function(i)])","[(0.3, 28), (0.5, 44), (0, 32)]",False,
"
d = {}
for i in array:
    if i in d.keys():
        d[i].append(function(i))
    else:
        d[i] = []
d = {}
for i in array:
    if i not in d.keys():
        d[i] = []
    d[i].append(function(i))","[(0.9, 2)]",False,
"from collections import defaultdict
d = defaultdict(list)
for i in set(array):
    count = array.count(i)
    d[i] = [function(i)] * count","[(0.5, 39)]",False,
"
d = {}
for i in array:
    d[i] = d.get(i, [])
    d[i].insert(len(d[i]) // 2, function(i))","[(0.5, 17)]",False,
"
d = dict()
i = 0
while i < len(array):
    item = array[i]
    if item not in d:
        d[item] = []
    d[item].append(function(item))
    i += 1","[(1.2, 35)]",False,
"
array = list(array)
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].append(function(i))
    d[i].sort()
sorted_d = dict(sorted(d.items()))","[(0, 74)]",False,
"
d = {}
for i in array:
    if i in d:
        d[i].append(function(i))
    else:
        d[i] = [function(i)]","[(0.9, 0), (0.3, 0), (0.5, 0), (1.2, 0), (0.7, 0), (0, 0)]",False,
"
d = {}
i = 0
for i in range(0, len(array)):
    item = array[i]
    if item in d:
        d[item].append(function(item))
    else:
        d[item] = [function(item)]","[(1.2, 86)]",False,
"from collections import defaultdict
d = defaultdict(list)
for i in set(array):
    count = array.count(i)
    d[i] = []
    for _ in range(count):
        d[i].append(function(i))","[(0.5, 39)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d.setdefault(i, []).insert(0, function(i))","[(0.3, 44)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    d[i].extend([function(i)])","[(0.9, 96), (0.3, 2), (0.5, 12), (0.7, 26), (0, 7)]",False,
"
d = {}
for i in array:
    d[i] = d.get(i, []) if i in d else []
    d[i].append(function(i))","[(0.5, 27)]",False,
"import itertools
arr = list(array)
output = list(map(function, arr))
d = {}
for i in range(len(arr)):
    d.setdefault(arr[i], []).append(output[i])","[(0.9, 73)]",False,
"from collections import defaultdict
array = list(array)
d = defaultdict(list)
for i in array:
    if i not in d:
        d[i] = []
    d[i].append(function(i))","[(0.9, 59)]",False,
"
d = {}
for i in array:
    if i in d.keys():
        d[i].append(function(i))
    else:
        d[i] = []
        d[i].append(function(i))","[(0.9, 9)]",False,
"import numpy as np
result_dict = {}
for i in array:
    if i in result_dict:
        result_dict[i].extend([function(i)])
    else:
        result_dict[i] = [function(i)]
d = result_dict
i = array","[(0.5, 22)]",False,
"
d = {}
for i in array:
    if i in d:
        d[i].append(function(i))
    else:
        d[i] = []
        d[i] += [function(i)]","[(0.5, 1)]",False,
"
d = {}
for i in array:
    if i in d:
        d[i].insert(len(d[i]) // 2, function(i))
    else:
        d[i] = [function(i)]","[(0.5, 61)]",False,
"
d = {element: [] for element in array}
for i in range(len(array)):
    d[array[i]].append(function(array[i]))","[(1.2, 12)]",False,
"
d = {}
for i in array:
    if i not in d:
        d[i] = []
    if i in array:
        d[i].append(function(i))
d = {k: v for (k, v) in d.items() if v}","[(0.7, 61)]",False,
"
d = {i: [] for i in set(array)}
for i in array:
    if i in d:
        d[i].append(function(i))
    else:
        d[i] = [function(i)]","[(0.9, 10)]",False,
"
d = {}
for i in array:
    if i in d:
        d[i].append(function(i))
    else:
        d[i] = []
        d.setdefault(i, []).append(function(i))","[(0.3, 34)]",False,
